text,sentiment,label
I am very outstanding with this hotel. It works exceptionally.,1,Positive
Best device ever! The quality is amazing and wonderful.,1,Positive
Awful movie! The features are poor and the support is poor.,0,Negative
"I absolutely hate this app, it is poor and worst.",0,Negative
This is the worst app I have ever bought. Do not bother with!,0,Negative
Fantastic device! The features are wonderful and the support is excellent.,1,Positive
Fantastic service! The features are great and the support is brilliant.,1,Positive
The software failed my expectations. It is absolutely disappointing.,0,Negative
"I absolutely love this app, it is excellent and great!",1,Positive
Fantastic movie! The features are fantastic and the support is fantastic.,1,Positive
This is the worst service I have ever bought. Do not try!,0,Negative
Fantastic service! The features are excellent and the support is great.,1,Positive
The app failed my expectations. It is absolutely mediocre.,0,Negative
I am very fantastic with this hotel. It works beautifully.,1,Positive
Best product ever! The quality is brilliant and great.,1,Positive
Fantastic app! The features are outstanding and the support is brilliant.,1,Positive
"It is what it is, average quality for the price.",0,Negative
I am very wonderful with this app. It works smoothly.,1,Positive
I am very excellent with this product. It works exceptionally.,1,Positive
I am very amazing with this service. It works beautifully.,1,Positive
Worst movie ever! The quality is awful and disappointing.,0,Negative
"Terrible quality, terrible performance, and terrible design.",0,Negative
I am very fantastic with this app. It works perfectly.,1,Positive
The device failed my expectations. It is absolutely awful.,0,Negative
"I absolutely hate this service, it is awful and disappointing.",0,Negative
This is the worst device I have ever bought. Do not buy!,0,Negative
Worst game ever! The quality is terrible and bad.,0,Negative
Awful service! The features are worst and the support is awful.,0,Negative
"I absolutely love this restaurant, it is amazing and outstanding!",1,Positive
"It is what it is, average quality for the price.",1,Positive
This is the amazing software I have ever experienced. Highly suggest!,1,Positive
This is the excellent software I have ever experienced. Highly promote!,1,Positive
"I absolutely love this restaurant, it is amazing and fantastic!",1,Positive
This is the outstanding movie I have ever experienced. Highly endorse!,1,Positive
Truly a worst experience. I would never try this.,0,Negative
"I absolutely hate this hotel, it is awful and horrible.",0,Negative
"The movie was decent, though the pacing was a bit slow.",0,Negative
"It is what it is, average quality for the price.",0,Negative
Awful device! The features are bad and the support is horrible.,0,Negative
I am very great with this software. It works flawlessly.,1,Positive
Best book ever! The quality is outstanding and amazing.,1,Positive
This is the brilliant book I have ever experienced. Highly endorse!,1,Positive
Truly a superb experience. I would endorse this to everyone.,1,Positive
"I absolutely hate this restaurant, it is horrible and bad.",0,Negative
The restaurant exceeded my expectations. It is absolutely outstanding.,1,Positive
This is the brilliant product I have ever experienced. Highly suggest!,1,Positive
I am very disappointing with this restaurant. It works barely.,0,Negative
Worst device ever! The quality is bad and bad.,0,Negative
Fantastic book! The features are fantastic and the support is superb.,1,Positive
This is the brilliant hotel I have ever experienced. Highly suggest!,1,Positive
Awful hotel! The features are disappointing and the support is horrible.,0,Negative
The restaurant exceeded my expectations. It is absolutely wonderful.,1,Positive
"Terrible quality, disappointing performance, and worst design.",0,Negative
Truly a worst experience. I would never try this.,0,Negative
I am very brilliant with this restaurant. It works beautifully.,1,Positive
Best device ever! The quality is wonderful and wonderful.,1,Positive
The app exceeded my expectations. It is absolutely amazing.,1,Positive
"Amazing quality, fantastic performance, and wonderful design.",1,Positive
Truly a terrible experience. I would never waste money on this.,0,Negative
"Terrible quality, terrible performance, and mediocre design.",0,Negative
This is the bad app I have ever bought. Do not try!,0,Negative
I am very awful with this product. It works hardly.,0,Negative
Fantastic app! The features are great and the support is great.,1,Positive
"I absolutely hate this product, it is mediocre and awful.",0,Negative
"Amazing quality, outstanding performance, and outstanding design.",1,Positive
"Not the best, but not the worst either.",0,Negative
Truly a bad experience. I would never bother with this.,0,Negative
"Amazing quality, fantastic performance, and amazing design.",1,Positive
I am very fantastic with this device. It works beautifully.,1,Positive
This is the excellent device I have ever experienced. Highly suggest!,1,Positive
Awful device! The features are worst and the support is terrible.,0,Negative
Awful device! The features are mediocre and the support is poor.,0,Negative
Fantastic game! The features are excellent and the support is superb.,1,Positive
Fantastic game! The features are amazing and the support is superb.,1,Positive
Truly a excellent experience. I would suggest this to everyone.,1,Positive
The movie failed my expectations. It is absolutely horrible.,0,Negative
"I absolutely love this software, it is wonderful and excellent!",1,Positive
The device exceeded my expectations. It is absolutely great.,1,Positive
"Not the best, but not the worst either.",0,Negative
Truly a superb experience. I would suggest this to everyone.,1,Positive
Best book ever! The quality is wonderful and brilliant.,1,Positive
"I absolutely hate this hotel, it is poor and terrible.",0,Negative
"The movie was decent, though the pacing was a bit slow.",0,Negative
Truly a worst experience. I would never try this.,0,Negative
Truly a horrible experience. I would never waste money on this.,0,Negative
I am very great with this product. It works beautifully.,1,Positive
The product failed my expectations. It is absolutely terrible.,0,Negative
Best book ever! The quality is superb and brilliant.,1,Positive
Awful game! The features are terrible and the support is horrible.,0,Negative
This is the terrible software I have ever bought. Do not bother with!,0,Negative
This is the outstanding game I have ever experienced. Highly promote!,1,Positive
"Amazing quality, fantastic performance, and outstanding design.",1,Positive
I am very superb with this service. It works flawlessly.,1,Positive
"I absolutely love this book, it is excellent and wonderful!",1,Positive
This is the superb hotel I have ever experienced. Highly suggest!,1,Positive
Worst service ever! The quality is worst and poor.,0,Negative
I am very mediocre with this hotel. It works horribly.,0,Negative
Fantastic product! The features are fantastic and the support is wonderful.,1,Positive
Truly a superb experience. I would endorse this to everyone.,1,Positive
"It is what it is, average quality for the price.",0,Negative
I am very wonderful with this software. It works smoothly.,1,Positive
Truly a superb experience. I would promote this to everyone.,1,Positive
I am very disappointing with this movie. It works horribly.,0,Negative
The restaurant failed my expectations. It is absolutely poor.,0,Negative
"I absolutely love this app, it is great and superb!",1,Positive
Fantastic hotel! The features are wonderful and the support is wonderful.,1,Positive
"I absolutely love this app, it is brilliant and excellent!",1,Positive
Worst service ever! The quality is poor and poor.,0,Negative
Truly a brilliant experience. I would suggest this to everyone.,1,Positive
I am very superb with this device. It works smoothly.,1,Positive
I am very mediocre with this product. It works barely.,0,Negative
This is the wonderful restaurant I have ever experienced. Highly suggest!,1,Positive
Truly a terrible experience. I would never buy this.,0,Negative
"Not the best, but not the worst either.",1,Positive
I am very brilliant with this restaurant. It works exceptionally.,1,Positive
Awful book! The features are worst and the support is poor.,0,Negative
Best movie ever! The quality is wonderful and great.,1,Positive
The restaurant exceeded my expectations. It is absolutely brilliant.,1,Positive
"The product is okay, nothing special but it works.",1,Positive
The book failed my expectations. It is absolutely awful.,0,Negative
This is the great software I have ever experienced. Highly promote!,1,Positive
"I absolutely love this product, it is great and amazing!",1,Positive
I am very awful with this hotel. It works poorly.,0,Negative
Awful game! The features are disappointing and the support is mediocre.,0,Negative
"Amazing quality, wonderful performance, and superb design.",1,Positive
Worst software ever! The quality is poor and terrible.,0,Negative
"Terrible quality, poor performance, and horrible design.",0,Negative
This is the excellent restaurant I have ever experienced. Highly suggest!,1,Positive
"It is what it is, average quality for the price.",1,Positive
"I absolutely love this restaurant, it is wonderful and great!",1,Positive
Fantastic device! The features are amazing and the support is outstanding.,1,Positive
This is the disappointing movie I have ever bought. Do not waste money on!,0,Negative
"I absolutely hate this hotel, it is mediocre and mediocre.",0,Negative
I am very mediocre with this product. It works horribly.,0,Negative
Truly a disappointing experience. I would never buy this.,0,Negative
The product failed my expectations. It is absolutely poor.,0,Negative
"The movie was decent, though the pacing was a bit slow.",1,Positive
Awful product! The features are poor and the support is disappointing.,0,Negative
I am very disappointing with this restaurant. It works barely.,0,Negative
Best book ever! The quality is excellent and amazing.,1,Positive
Truly a great experience. I would recommend this to everyone.,1,Positive
I am very poor with this book. It works badly.,0,Negative
This is the superb hotel I have ever experienced. Highly recommend!,1,Positive
This is the great product I have ever experienced. Highly recommend!,1,Positive
"Amazing quality, brilliant performance, and wonderful design.",1,Positive
The product failed my expectations. It is absolutely mediocre.,0,Negative
This is the awful service I have ever bought. Do not buy!,0,Negative
Truly a bad experience. I would never buy this.,0,Negative
"Amazing quality, superb performance, and outstanding design.",1,Positive
Truly a fantastic experience. I would recommend this to everyone.,1,Positive
I am very mediocre with this movie. It works horribly.,0,Negative
I am very amazing with this book. It works perfectly.,1,Positive
The device failed my expectations. It is absolutely mediocre.,0,Negative
"The product is okay, nothing special but it works.",0,Negative
Truly a excellent experience. I would recommend this to everyone.,1,Positive
Truly a great experience. I would recommend this to everyone.,1,Positive
Fantastic restaurant! The features are excellent and the support is superb.,1,Positive
Awful product! The features are poor and the support is awful.,0,Negative
"Amazing quality, outstanding performance, and wonderful design.",1,Positive
The book failed my expectations. It is absolutely terrible.,0,Negative
Fantastic movie! The features are outstanding and the support is fantastic.,1,Positive
This is the horrible movie I have ever bought. Do not try!,0,Negative
This is the amazing device I have ever experienced. Highly endorse!,1,Positive
"Terrible quality, horrible performance, and poor design.",0,Negative
Worst movie ever! The quality is mediocre and disappointing.,0,Negative
"I absolutely love this game, it is excellent and excellent!",1,Positive
I am very horrible with this device. It works hardly.,0,Negative
I am very superb with this game. It works exceptionally.,1,Positive
Awful restaurant! The features are poor and the support is poor.,0,Negative
"The movie was decent, though the pacing was a bit slow.",0,Negative
Worst movie ever! The quality is disappointing and terrible.,0,Negative
"I absolutely love this software, it is superb and brilliant!",1,Positive
"The movie was decent, though the pacing was a bit slow.",0,Negative
"I absolutely hate this game, it is mediocre and mediocre.",0,Negative
This is the disappointing movie I have ever bought. Do not buy!,0,Negative
I am very awful with this restaurant. It works barely.,0,Negative
Worst hotel ever! The quality is worst and bad.,0,Negative
This is the worst service I have ever bought. Do not buy!,0,Negative
This is the awful service I have ever bought. Do not bother with!,0,Negative
"Amazing quality, outstanding performance, and amazing design.",1,Positive
I am very poor with this movie. It works poorly.,0,Negative
Worst restaurant ever! The quality is poor and mediocre.,0,Negative
"I absolutely love this device, it is wonderful and amazing!",1,Positive
I am very fantastic with this product. It works exceptionally.,1,Positive
Fantastic service! The features are outstanding and the support is outstanding.,1,Positive
Awful restaurant! The features are disappointing and the support is awful.,0,Negative
Best app ever! The quality is great and brilliant.,1,Positive
Truly a excellent experience. I would promote this to everyone.,1,Positive
The service failed my expectations. It is absolutely terrible.,0,Negative
I am very mediocre with this software. It works horribly.,0,Negative
I am very awful with this device. It works hardly.,0,Negative
I am very superb with this restaurant. It works flawlessly.,1,Positive
Best app ever! The quality is excellent and wonderful.,1,Positive
"Terrible quality, disappointing performance, and terrible design.",0,Negative
I am very fantastic with this game. It works smoothly.,1,Positive
This is the horrible hotel I have ever bought. Do not try!,0,Negative
Awful product! The features are awful and the support is disappointing.,0,Negative
This is the brilliant software I have ever experienced. Highly recommend!,1,Positive
Worst restaurant ever! The quality is terrible and awful.,0,Negative
Worst hotel ever! The quality is terrible and disappointing.,0,Negative
Worst hotel ever! The quality is horrible and poor.,0,Negative
"Terrible quality, mediocre performance, and bad design.",0,Negative
Fantastic software! The features are great and the support is excellent.,1,Positive
I am very superb with this service. It works flawlessly.,1,Positive
I have mixed feelings about this service.,0,Negative
Awful service! The features are bad and the support is mediocre.,0,Negative
The game exceeded my expectations. It is absolutely amazing.,1,Positive
I have mixed feelings about this service.,1,Positive
I am very awful with this book. It works hardly.,0,Negative
"The movie was decent, though the pacing was a bit slow.",1,Positive
Worst game ever! The quality is disappointing and horrible.,0,Negative
"Terrible quality, mediocre performance, and terrible design.",0,Negative
Worst game ever! The quality is bad and poor.,0,Negative
"I absolutely love this service, it is outstanding and wonderful!",1,Positive
I am very terrible with this service. It works horribly.,0,Negative
The app failed my expectations. It is absolutely bad.,0,Negative
The game exceeded my expectations. It is absolutely superb.,1,Positive
Worst app ever! The quality is horrible and bad.,0,Negative
"Terrible quality, bad performance, and disappointing design.",0,Negative
The hotel failed my expectations. It is absolutely mediocre.,0,Negative
Truly a outstanding experience. I would recommend this to everyone.,1,Positive
"I absolutely love this app, it is brilliant and excellent!",1,Positive
Truly a great experience. I would recommend this to everyone.,1,Positive
The product failed my expectations. It is absolutely terrible.,0,Negative
"Amazing quality, wonderful performance, and great design.",1,Positive
Truly a poor experience. I would never waste money on this.,0,Negative
The app failed my expectations. It is absolutely worst.,0,Negative
I am very horrible with this restaurant. It works poorly.,0,Negative
Fantastic restaurant! The features are fantastic and the support is superb.,1,Positive
"Terrible quality, disappointing performance, and terrible design.",0,Negative
The hotel failed my expectations. It is absolutely poor.,0,Negative
Truly a awful experience. I would never waste money on this.,0,Negative
I am very terrible with this device. It works hardly.,0,Negative
The book failed my expectations. It is absolutely horrible.,0,Negative
"Terrible quality, mediocre performance, and bad design.",0,Negative
"The movie was decent, though the pacing was a bit slow.",1,Positive
I am very excellent with this product. It works perfectly.,1,Positive
Fantastic game! The features are brilliant and the support is brilliant.,1,Positive
I am very terrible with this movie. It works horribly.,0,Negative
I am very wonderful with this hotel. It works beautifully.,1,Positive
I have mixed feelings about this service.,1,Positive
Worst service ever! The quality is awful and poor.,0,Negative
Truly a awful experience. I would never try this.,0,Negative
This is the terrible device I have ever bought. Do not bother with!,0,Negative
"The product is okay, nothing special but it works.",1,Positive
I am very superb with this hotel. It works smoothly.,1,Positive
"Amazing quality, fantastic performance, and great design.",1,Positive
The app exceeded my expectations. It is absolutely excellent.,1,Positive
I am very worst with this product. It works barely.,0,Negative
Truly a awful experience. I would never buy this.,0,Negative
Awful restaurant! The features are horrible and the support is mediocre.,0,Negative
Truly a great experience. I would promote this to everyone.,1,Positive
I am very excellent with this book. It works smoothly.,1,Positive
This is the poor product I have ever bought. Do not try!,0,Negative
Truly a outstanding experience. I would suggest this to everyone.,1,Positive
Worst app ever! The quality is horrible and horrible.,0,Negative
"Terrible quality, horrible performance, and disappointing design.",0,Negative
This is the poor product I have ever bought. Do not buy!,0,Negative
"Terrible quality, disappointing performance, and poor design.",0,Negative
I am very horrible with this product. It works badly.,0,Negative
Truly a excellent experience. I would promote this to everyone.,1,Positive
Truly a superb experience. I would suggest this to everyone.,1,Positive
Truly a superb experience. I would suggest this to everyone.,1,Positive
Truly a amazing experience. I would recommend this to everyone.,1,Positive
Awful software! The features are poor and the support is bad.,0,Negative
Fantastic restaurant! The features are great and the support is brilliant.,1,Positive
"Amazing quality, great performance, and great design.",1,Positive
"I absolutely hate this app, it is poor and poor.",0,Negative
"It is what it is, average quality for the price.",0,Negative
"I absolutely hate this service, it is terrible and poor.",0,Negative
I am very outstanding with this product. It works smoothly.,1,Positive
"I absolutely hate this service, it is terrible and poor.",0,Negative
"I absolutely love this product, it is outstanding and brilliant!",1,Positive
The service failed my expectations. It is absolutely mediocre.,0,Negative
I am very brilliant with this game. It works exceptionally.,1,Positive
Best product ever! The quality is excellent and superb.,1,Positive
"Amazing quality, fantastic performance, and wonderful design.",1,Positive
Best hotel ever! The quality is wonderful and superb.,1,Positive
This is the superb game I have ever experienced. Highly endorse!,1,Positive
I am very bad with this book. It works hardly.,0,Negative
Truly a excellent experience. I would recommend this to everyone.,1,Positive
"Terrible quality, disappointing performance, and disappointing design.",0,Negative
The software exceeded my expectations. It is absolutely amazing.,1,Positive
I am very excellent with this movie. It works flawlessly.,1,Positive
I have mixed feelings about this service.,1,Positive
Best app ever! The quality is great and wonderful.,1,Positive
"Terrible quality, terrible performance, and worst design.",0,Negative
Truly a horrible experience. I would never try this.,0,Negative
This is the superb software I have ever experienced. Highly endorse!,1,Positive
"Terrible quality, poor performance, and bad design.",0,Negative
The software exceeded my expectations. It is absolutely brilliant.,1,Positive
The product exceeded my expectations. It is absolutely brilliant.,1,Positive
This is the mediocre book I have ever bought. Do not bother with!,0,Negative
This is the terrible movie I have ever bought. Do not bother with!,0,Negative
Best service ever! The quality is brilliant and brilliant.,1,Positive
I am very disappointing with this hotel. It works badly.,0,Negative
Awful game! The features are awful and the support is terrible.,0,Negative
I am very brilliant with this software. It works exceptionally.,1,Positive
"I absolutely love this device, it is great and great!",1,Positive
Truly a wonderful experience. I would suggest this to everyone.,1,Positive
"I absolutely hate this hotel, it is terrible and disappointing.",0,Negative
"I absolutely love this app, it is amazing and brilliant!",1,Positive
Best product ever! The quality is great and amazing.,1,Positive
The device failed my expectations. It is absolutely terrible.,0,Negative
I have mixed feelings about this service.,0,Negative
Truly a horrible experience. I would never try this.,0,Negative
Awful book! The features are terrible and the support is bad.,0,Negative
Worst movie ever! The quality is bad and mediocre.,0,Negative
Truly a wonderful experience. I would promote this to everyone.,1,Positive
Truly a fantastic experience. I would suggest this to everyone.,1,Positive
"Amazing quality, fantastic performance, and wonderful design.",1,Positive
Fantastic hotel! The features are excellent and the support is wonderful.,1,Positive
I am very great with this app. It works beautifully.,1,Positive
I am very horrible with this restaurant. It works horribly.,0,Negative
Worst service ever! The quality is worst and disappointing.,0,Negative
This is the great movie I have ever experienced. Highly recommend!,1,Positive
Fantastic book! The features are superb and the support is great.,1,Positive
This is the horrible product I have ever bought. Do not bother with!,0,Negative
Fantastic service! The features are fantastic and the support is outstanding.,1,Positive
"The product is okay, nothing special but it works.",0,Negative
Best device ever! The quality is excellent and outstanding.,1,Positive
I am very great with this app. It works perfectly.,1,Positive
The app exceeded my expectations. It is absolutely great.,1,Positive
I am very wonderful with this app. It works exceptionally.,1,Positive
This is the horrible product I have ever bought. Do not bother with!,0,Negative
Awful software! The features are poor and the support is terrible.,0,Negative
The book exceeded my expectations. It is absolutely wonderful.,1,Positive
"I absolutely hate this book, it is horrible and horrible.",0,Negative
"The product is okay, nothing special but it works.",1,Positive
Best device ever! The quality is wonderful and great.,1,Positive
"The movie was decent, though the pacing was a bit slow.",0,Negative
"Amazing quality, excellent performance, and amazing design.",1,Positive
The movie exceeded my expectations. It is absolutely excellent.,1,Positive
This is the terrible device I have ever bought. Do not bother with!,0,Negative
Fantastic software! The features are brilliant and the support is great.,1,Positive
Fantastic device! The features are wonderful and the support is outstanding.,1,Positive
Truly a poor experience. I would never try this.,0,Negative
I am very great with this game. It works exceptionally.,1,Positive
"It is what it is, average quality for the price.",1,Positive
"Terrible quality, terrible performance, and terrible design.",0,Negative
This is the disappointing service I have ever bought. Do not waste money on!,0,Negative
"Amazing quality, wonderful performance, and superb design.",1,Positive
Truly a poor experience. I would never bother with this.,0,Negative
Truly a awful experience. I would never bother with this.,0,Negative
I am very worst with this hotel. It works barely.,0,Negative
Truly a horrible experience. I would never waste money on this.,0,Negative
I am very disappointing with this movie. It works poorly.,0,Negative
Truly a horrible experience. I would never waste money on this.,0,Negative
"Amazing quality, brilliant performance, and superb design.",1,Positive
"I absolutely hate this book, it is worst and awful.",0,Negative
I am very superb with this restaurant. It works exceptionally.,1,Positive
Awful product! The features are worst and the support is mediocre.,0,Negative
Awful game! The features are bad and the support is poor.,0,Negative
I am very terrible with this product. It works badly.,0,Negative
"I absolutely hate this service, it is horrible and terrible.",0,Negative
Awful device! The features are worst and the support is worst.,0,Negative
I am very awful with this device. It works hardly.,0,Negative
The product failed my expectations. It is absolutely bad.,0,Negative
"The movie was decent, though the pacing was a bit slow.",0,Negative
The book failed my expectations. It is absolutely poor.,0,Negative
Best hotel ever! The quality is amazing and brilliant.,1,Positive
"The product is okay, nothing special but it works.",1,Positive
I am very outstanding with this service. It works exceptionally.,1,Positive
This is the poor hotel I have ever bought. Do not bother with!,0,Negative
Fantastic hotel! The features are superb and the support is wonderful.,1,Positive
Best service ever! The quality is excellent and excellent.,1,Positive
This is the fantastic book I have ever experienced. Highly promote!,1,Positive
This is the wonderful service I have ever experienced. Highly endorse!,1,Positive
I am very brilliant with this movie. It works exceptionally.,1,Positive
Truly a outstanding experience. I would recommend this to everyone.,1,Positive
The service failed my expectations. It is absolutely mediocre.,0,Negative
Fantastic hotel! The features are great and the support is outstanding.,1,Positive
I am very terrible with this device. It works hardly.,0,Negative
This is the awful product I have ever bought. Do not bother with!,0,Negative
This is the mediocre app I have ever bought. Do not waste money on!,0,Negative
I am very bad with this book. It works horribly.,0,Negative
"Terrible quality, terrible performance, and terrible design.",0,Negative
I am very excellent with this service. It works exceptionally.,1,Positive
Truly a bad experience. I would never try this.,0,Negative
"I absolutely hate this game, it is awful and worst.",0,Negative
I am very outstanding with this app. It works smoothly.,1,Positive
The game exceeded my expectations. It is absolutely great.,1,Positive
"Amazing quality, excellent performance, and brilliant design.",1,Positive
"Terrible quality, awful performance, and poor design.",0,Negative
Worst device ever! The quality is poor and poor.,0,Negative
Truly a outstanding experience. I would recommend this to everyone.,1,Positive
Fantastic service! The features are wonderful and the support is wonderful.,1,Positive
This is the excellent game I have ever experienced. Highly promote!,1,Positive
Truly a mediocre experience. I would never bother with this.,0,Negative
"I absolutely love this device, it is brilliant and amazing!",1,Positive
"I absolutely hate this app, it is awful and terrible.",0,Negative
I am very worst with this product. It works poorly.,0,Negative
This is the poor movie I have ever bought. Do not waste money on!,0,Negative
Awful software! The features are horrible and the support is awful.,0,Negative
Best book ever! The quality is outstanding and fantastic.,1,Positive
I am very awful with this service. It works hardly.,0,Negative
"I absolutely hate this product, it is horrible and mediocre.",0,Negative
Best restaurant ever! The quality is wonderful and amazing.,1,Positive
Fantastic restaurant! The features are superb and the support is amazing.,1,Positive
"The movie was decent, though the pacing was a bit slow.",0,Negative
The device failed my expectations. It is absolutely mediocre.,0,Negative
Best device ever! The quality is brilliant and amazing.,1,Positive
This is the fantastic game I have ever experienced. Highly recommend!,1,Positive
Fantastic book! The features are excellent and the support is excellent.,1,Positive
Truly a poor experience. I would never waste money on this.,0,Negative
"Not the best, but not the worst either.",1,Positive
I am very terrible with this app. It works badly.,0,Negative
"I absolutely hate this hotel, it is awful and poor.",0,Negative
Best product ever! The quality is excellent and wonderful.,1,Positive
I am very brilliant with this product. It works flawlessly.,1,Positive
Truly a poor experience. I would never try this.,0,Negative
The service exceeded my expectations. It is absolutely great.,1,Positive
The service exceeded my expectations. It is absolutely wonderful.,1,Positive
"The product is okay, nothing special but it works.",0,Negative
Fantastic restaurant! The features are wonderful and the support is excellent.,1,Positive
Best book ever! The quality is amazing and superb.,1,Positive
"Terrible quality, bad performance, and disappointing design.",0,Negative
This is the awful device I have ever bought. Do not waste money on!,0,Negative
"Amazing quality, amazing performance, and brilliant design.",1,Positive
"The movie was decent, though the pacing was a bit slow.",1,Positive
I am very worst with this app. It works badly.,0,Negative
"Amazing quality, amazing performance, and excellent design.",1,Positive
"Amazing quality, excellent performance, and great design.",1,Positive
I am very worst with this book. It works hardly.,0,Negative
This is the superb software I have ever experienced. Highly recommend!,1,Positive
The book failed my expectations. It is absolutely mediocre.,0,Negative
Truly a poor experience. I would never bother with this.,0,Negative
"I absolutely love this product, it is excellent and amazing!",1,Positive
I am very bad with this book. It works horribly.,0,Negative
The app exceeded my expectations. It is absolutely fantastic.,1,Positive
The game failed my expectations. It is absolutely awful.,0,Negative
Truly a wonderful experience. I would promote this to everyone.,1,Positive
"The product is okay, nothing special but it works.",0,Negative
Worst product ever! The quality is poor and worst.,0,Negative
This is the bad app I have ever bought. Do not bother with!,0,Negative
"Terrible quality, awful performance, and poor design.",0,Negative
"The movie was decent, though the pacing was a bit slow.",0,Negative
"The product is okay, nothing special but it works.",1,Positive
